channel_title,no_of_vids,trending_date,title,category_id,publish_time,views,likes,dislikes,comment_count,comments_disabled
Giovanni Randazzo,2,18.29.03,Overlord 2 Episode 12オーバーロードIIエピソード12 HD Sub Eng,1,2018-03-28T00:51:17.000Z,64643,50,32,16,False
ケリン,2,18.14.05,【質問箱III】エルフの森に向かうはずが… #13,24,2018-05-13T12:38:23.000Z,37030,4361,25,639,False
piecesofmind jm,2,18.28.05,180527 알라딘팬사인회 방탄소년단 지민 직캠 JIMIN FOCUS,22,2018-05-27T20:21:31.000Z,62635,5807,16,410,False
きょうの JP,2,18.20.02,180219 NGT48のにいがったフレンド！ #57 2018年2月19日,22,2018-02-20T00:53:41.000Z,4212,75,7,13,False
がみ,2,18.19.03,【小田急ダイヤ改正】変わった行先を見てきた。,1,2018-03-18T09:00:03.000Z,7226,79,6,68,False
crm688cc,2,18.13.05,JKガン見で追突してきたバカスク2(ポイントスロー),17,2018-05-05T01:37:01.000Z,15392,108,108,104,False
JUN JUNハンドメイド,2,18.05.03,香取慎吾 稲垣吾郎 草彅剛 新曲 雨あがりのステップ,22,2018-03-04T20:47:15.000Z,5856,297,5,3,False
Celestial Bunny,2,18.28.03,石橋陽彩『リメンバー・ミー』主題歌 生披露 高音質 Hiiro Ishibashi Remember Me Live Version,10,2018-03-27T05:30:37.000Z,22754,618,17,58,False
台湾最新新闻,2,18.05.05,"生き残り錬金術師は街で静かに暮らしたい 第2章,Ikinokori Renkinjutsushi wa Machi de Shizuka ni Kurashitai 第2章",22,2018-05-04T10:20:24.000Z,8783,13,6,2,False
メチャワロタw,2,18.17.04,【やりすぎ】都市伝説 2018 全まとめ ④  ／ドラえもんの単行本にならない話・ドラゴンボールの意味・芸人成功の法則・宇宙人の正体【第４弾】,24,2018-04-16T12:30:04.000Z,5397,15,7,0,False
nicoちゃん大王,2,18.06.03,【コメ付き】ゲンキミナモトゲンキ,24,2018-03-05T08:31:25.000Z,2569,60,2,21,False
LOVE Mix Channel,2,18.06.04,レイン君やっぱりカッコいい💛ひかりんちょとコラボも！《 LOVE Mix Channel 》,22,2018-04-06T00:00:01.000Z,4056,58,1,20,False
FLUENZA,2,18.04.04,[FULL ALBUM] BTS (방탄소년단) - FACE YOURSELF,10,2018-04-03T16:56:38.000Z,634047,65523,344,5398,False
RYUCHELL CHANNEL,2,18.14.02,RYUCHELL(りゅうちぇる） - Hands up!! If you’re Awesome（Music Video）,22,2018-02-13T19:12:58.000Z,29654,451,371,131,False
ニュース速報マジまんじ,2,18.21.04,【藤井厳喜】日本を取り巻く国際情勢の今！詳しく解説してみた！,22,2018-04-20T21:40:24.000Z,4626,62,12,3,False
Cars Lover,2,18.27.02,F1 2018 Testing Day 1 Morning Session | F1 2018 Pretemporada | W09 SF71H MCL33 RB14 RS18,2,2018-02-26T11:48:34.000Z,104644,839,39,202,False
Superemilay,2,18.07.05,さんまのお笑い向上委員会   2018年5月5日 180505,1,2018-05-05T16:28:47.000Z,4690,8,2,0,False
仮想通貨 最新情報ワタミヤ,2,18.29.03,仮想通貨情報【現在相場が下がり続ける理由】長期ホールドよ！！,22,2018-03-28T06:50:07.000Z,6668,53,18,2,False
Nail art ネイリストみかのセルフネイル Gel & Polish DIY tutorial,2,18.19.02,ジェルネイルの上からマニキュアを塗って併用できる？トップがジェルだとどうなるの？！検証しました！,26,2018-02-18T10:17:01.000Z,17440,411,15,67,False
Audrey,2,18.06.05,2018年05月05日 オードリーのオールナイトニッポン,22,2018-05-05T18:01:17.000Z,4527,27,7,4,False
B-life,2,18.02.04,ベッドの上でかんたん朝ヨガ☆　全身のこりをほぐし気分爽快！,26,2018-04-01T21:00:00.000Z,5512,186,11,21,False
KeToan DC,2,18.28.03,Anh Đức mở tỷ số vào lưới Jordan sau pha tấn công đẹp mắt của VN,22,2018-03-27T16:23:28.000Z,657397,1586,196,471,False
Jasper Medina,2,18.25.02,カードキャプターさくら クリアカード編第8話 9,20,2018-02-24T23:28:10.000Z,5872,32,6,28,False
ジェニー JENNI,2,18.24.04,一緒に出来ないか完全ガチ交渉してみた,26,2018-04-23T14:44:02.000Z,36019,1529,40,217,False
b7777,2,18.22.03,【seventeen/セブチ】絶対食事とスペースが13人分じゃないセブチのモッパン,22,2018-03-18T16:21:18.000Z,10768,235,0,7,False
Japan News and Discussion,2,18.05.04,ボーロに「ありがとう」百万回聞かせるワケ,25,2018-04-03T10:04:19.000Z,110840,205,1482,460,False
LOST NEWS,2,18.21.03,【似てる？】意外と知られていない？芸能人の兄弟・姉妹　part1,22,2018-03-20T11:04:30.000Z,76113,102,53,12,False
King Drama,2,18.19.02,"(180218) Onew, Key and Minho Crying Because of Jonghyun @ Shinee World The Best Concert 2018",24,2018-02-18T10:40:47.000Z,79381,1882,26,77,False
유우키ソクジミン,2,18.04.03,BTS ジンチム自己満動画,22,2018-03-03T05:22:15.000Z,22353,1390,6,44,False
お に ぎ り,2,18.10.02,【欅坂46】6thシングル曲　ガラスを割れ！,10,2018-02-09T13:53:24.000Z,164588,3042,120,1148,False
桃太郎,2,18.08.05,怒っている人VSスーパーカー（CRAZY !!!）,2,2018-04-19T07:23:37.000Z,11605,35,11,39,False
れおーね/TWICE-Rᴇᴏʀɴᴇ,2,18.13.05,【TWICE】ツウィにお尻フリフリされて耐えられる人0人説〖最新〗,10,2018-04-28T16:16:33.000Z,58617,581,41,209,False
ゆめ,2,18.07.05,【レペゼン地球】ストーリーまとめ第２弾✨,22,2018-05-06T11:13:17.000Z,27395,89,81,27,False
Ani:select,2,18.19.02,Chise Want to Help Dragons!! - Mahoutsukai no Yome (Episode 19),1,2018-02-18T09:23:42.000Z,23819,228,2,0,False
Reol Official,2,18.06.03,[MV] Reol - エンド,10,2018-03-05T12:00:02.000Z,83806,10458,55,887,False
野獣先輩,2,18.10.03,灰原哀「あれれー？おかしいぞ〜？」,24,2018-02-15T00:56:31.000Z,3875,114,5,23,False
ふむふむ48にゃんこ,2,18.25.03,【欅坂46SHOW】コント「新米ナース物語」〜第２話〜【石森虹花、織田奈那、菅井友香、\n守屋茜】,24,2018-03-24T15:16:55.000Z,4826,134,0,29,False
Omoshiro Dialy,2,18.08.03,【ピン芸人日本一】盲目の芸人 濱田祐太郎(28)に迫る！！,24,2018-03-06T23:39:53.000Z,89802,546,43,304,False
天才ギャンブラー,2,18.06.04,【桜花賞】　枠順発表後の感想,24,2018-04-05T12:33:38.000Z,8434,57,11,11,False
gussan odaeri,2,18.04.04,AKBINGO!ガチダンスバトル！  チーム８下尾みう＆永野芹佳＆濱咲友菜＆谷川聖,22,2018-04-03T21:39:26.000Z,6822,88,20,25,False
century21japan,2,18.23.03,バブリーダンスのキャプテン伊原六花　おったまげ卒業サプライズムービー,24,2018-03-21T15:00:01.000Z,643937,6538,625,601,False
るりいろChannel,2,18.23.03,【韓流】クォン・サンウの息子がカッコよすぎ！,22,2018-03-22T08:00:00.000Z,34034,65,49,4,False
差別ネットワーク千葉【埼玉】支部 Ver.6,2,18.23.02,京浜東北線遅延の真相 駅員対応編＜任意確認乗車＞,29,2018-02-22T16:22:52.000Z,42759,448,539,506,False
Adrian Gahagan,2,18.26.03,名探偵コナン 2018 名探偵コナン #76,1,2018-03-22T11:10:01.000Z,3775,24,3,2,False
BANDAI NAMCO Amusement Channel,2,18.04.04,VR ZONE SHINJUKU / 『ドラゴンクエストVR』,24,2018-04-03T01:59:48.000Z,384197,2901,157,0,True
ワンスの暇つぶし,2,18.20.03,【TWICE 日本語字幕】ナヨンも苦戦！？あなたはメンバー全員の名前を10秒で言えますか？,23,2018-03-19T10:26:48.000Z,141310,1723,69,310,False
Video Hot Facebook,2,18.13.03,Chu Bin và Châu Khải Phong bóc mẽ sự thật về giọng hát của Hoa Vinh,22,2018-03-05T14:56:20.000Z,506018,3101,478,788,False
DoraemonTheMovie,2,18.31.03,「映画ドラえもん のび太の宝島」星野源挿入歌:ここにいないあなたへ 特別映像,22,2018-03-30T07:00:09.000Z,127605,3055,54,403,False
Chi Pu Official,2,18.16.05,Chi Pu | ĐÓA HOA HỒNG (QUEEN) - Official M/V Dance Version,24,2018-05-15T13:07:49.000Z,1725429,82270,31987,23673,False
ZOZO JP OFFICIAL,2,18.28.04,体型計測スーツ ZOZOSUIT,22,2018-04-27T07:13:02.000Z,64624,320,1109,333,False
well win,2,18.19.04,美味しんぼ 話11 12 13,22,2018-04-13T12:38:59.000Z,7947,23,4,1,False
武田邦彦・中野信子チャンネル,2,18.14.06,【江原啓之】必見の正論！実は驚くべき性格心理！「部屋が散らかっているのはアレな証拠！」聞けば納得！！,25,2018-06-13T10:30:01.000Z,19896,61,14,1,False
LucyBc,2,18.09.02,Death March Kara Hajimaru Isekai Kyousoukyoku Capitulo 5 Sub Español,23,2018-02-09T00:25:11.000Z,12073,583,13,80,False
wishwindorch,2,18.09.02,2018年度 全日本吹奏楽コンクール課題曲 Ⅳ コンサート･マーチ「虹色の未来へ」,10,2018-02-08T13:45:35.000Z,12122,780,14,128,False
CONSADOLE SAPPOROTV,2,18.01.04,2018明治安田生命J1リーグ第5節　鹿島アントラーズvs北海道コンサドーレ札幌戦ダイジェスト,17,2018-03-31T11:45:18.000Z,11178,0,0,0,True
ットン綿コ,2,18.11.02,よしもと新喜劇「シゲオとアキコとうどん」,22,2018-02-10T08:19:57.000Z,12550,46,1,6,False
ユウ,2,18.10.02,【レックウザ】Excellentの投げ方を解説！レックウザ簡単ゲットを目指そう！【ポケモンGO】,22,2018-02-10T00:13:25.000Z,7411,93,4,34,False
EnriqueDBS,2,18.01.06,Boruto Capitulo 60 Sub Español Completo HD,24,2018-05-31T15:09:05.000Z,282868,2378,277,280,False
Dubu Dirori,2,18.18.02,180217 SHINee World 2018 The Best From Now On - Ending Ment,22,2018-02-17T18:49:57.000Z,93132,3738,44,242,False
MeseMoa.,2,18.27.02,アイドルが久しく披露していない曲をいきなり流されたら？第2弾！（その２）,24,2018-02-26T11:00:00.000Z,13029,749,2,177,False
newsスライド,2,18.12.03,のどじまんTHEワールド2018春フィリピン代表【小さな恋のうた】Pambansang pambansang koponan,24,2018-03-10T23:28:00.000Z,49240,439,30,57,False
りょーじ's PokemonGO movies,2,18.10.02,速報  レックウザ  ゲットチャレンジ,20,2018-02-09T22:36:20.000Z,7771,70,23,23,False
JAP Channel,2,18.21.04,2018 04 20 三代目J Soul Brothers 山下健二郎のオールナイトニッポン,22,2018-04-20T18:07:26.000Z,3830,36,3,0,False
怖い話 怪談 朗読(毎日アップ),2,18.28.03,【怪談】一つの村が消えた話をする【朗読】,24,2018-03-27T12:30:00.000Z,5866,102,5,15,False
青春野球,2,18.30.03,センバツ高校野球ドラマチック3大激闘「天国から地獄・史上最大の打撃戦・キャプテン元木散る」,22,2018-03-22T14:30:57.000Z,13716,21,5,5,False
魔前田,2,18.28.03,しゃべくり007 浜辺美波 徳井義実 原田泰造 有田哲平 hip-hopダンス,22,2018-03-26T13:37:37.000Z,46487,326,20,79,False
One Piece Top Moments,2,18.12.05,#424 MR.1 appears at Level 4 - Momonga predict the war ! | ENG SUB HD,1,2018-05-07T16:26:11.000Z,23513,77,11,4,False
斉天大聖,2,18.25.03,【中国】放送事故・カンフー達人にキレた総合コーチが,22,2018-03-21T03:03:54.000Z,8052,12,16,14,False
引き寄せの法則関連動画 と 一部趣味の動画,2,18.16.03,ムスカ大佐がこんどはナウシカをおこらせてしまったようですが・・・,1,2018-03-14T11:55:13.000Z,78640,674,157,317,False
Tahapan Nime,2,18.06.05,斉木楠雄のΨ難第2期第16話セクション1,23,2018-05-02T06:02:05.000Z,7157,23,1,6,False
TAKASHI's TV!!!,2,18.18.02,See You Again covered by 渋谷ジャパン(おるたなChannel) & TAKASHI / Wiz Khalifa ft. Charlie Puth 日本語ラップRemix,24,2018-02-17T11:00:00.000Z,60997,2598,383,620,False
The AFC Hub,2,18.21.04,Japan 1-0 Australia (AFC Women’s Asian Cup 2018: Final),17,2018-04-20T19:24:11.000Z,112744,476,23,186,False
j3mgaprat,2,18.25.04,鉄人・衣笠祥雄さん　亡くなる5日前の野球解説,26,2018-04-24T04:11:32.000Z,264656,1135,100,632,False
TREND STYLE Chanel,2,18.03.04,【King&Prince】平野紫耀「花のち晴れ」メイキング映像 豪華セット＆ロケ地をチェック,24,2018-04-02T14:31:18.000Z,52059,1370,26,141,False
sjunchan,2,18.07.04,大谷翔平選手をCNNが大絶賛！（日本語同時通訳付き）歴史的快挙　SHOHEI OHTANI 　”THE JAPANESE BABE RUTH,17,2018-04-06T09:37:54.000Z,41330,201,9,8,False
アニ・アッカーマン,2,18.09.02,【進撃の巨人 漫画】最新 １０２話 後の祭り,22,2018-02-08T17:35:26.000Z,7331,71,1,32,False
st.taketo,2,18.26.03,京都橘高校吹奏楽部　第17回さくらパレード「4ｋ」,10,2018-03-25T18:17:51.000Z,7428,219,9,56,False
JMSCA Competition TV,2,18.03.03,日本選手権リード競技大会2018 予選,17,2018-02-28T04:42:59.000Z,4424,20,2,0,True
jehiro20140924,2,18.28.02,SHINee  20180228 「めざましテレビ」,22,2018-02-27T21:03:49.000Z,5492,161,8,0,True
トカゲぶちょー 【芸能ゴシップチャンネル】,2,18.27.04,TOKIO山口達也メンバー会見！強制わいせつ事件について,25,2018-04-26T07:13:45.000Z,81123,116,55,128,False
nami channel,2,18.16.03,king&prince イベント まとめ,10,2018-03-15T23:26:42.000Z,3392,0,0,0,True
恋んトス（TBSテレビ）,2,18.03.03,【公式】恋んトス7未公開動画【ふたりきりの密会デート】,24,2018-03-02T06:45:45.000Z,32616,97,9,0,True
R6S海外ニュース,2,18.22.03,[R6S海外ニュース] Y3S2 イタリアの新オペレーター リークまとめ,20,2018-03-21T07:54:48.000Z,73879,1355,79,613,False
解禁ガールズ無修正動画,2,18.05.04,米津玄師がサラリーマンの喧嘩の現場に,22,2018-03-30T14:51:16.000Z,265880,292,1777,600,False
Hina Fes,2,18.03.04,モーニング娘。'18「私のなんにもわかっちゃない」,10,2018-04-02T03:17:34.000Z,37800,774,28,186,False
teru nishizumi,2,18.22.04,つば九郎に突撃するスターマン！！「今度会ったら、ぶっとばすぞ！！」と言ってるのかな？,17,2018-04-21T22:48:38.000Z,2951,0,0,0,True
ノンフィクションちゃんねる,2,18.20.02,トーマvsやから先輩「先輩がトーマに鬼電！なんでお前逃げるの？」２月１９日,24,2018-02-19T22:29:15.000Z,4123,0,0,1,False
SATSUMA3042,2,18.07.03,EVH wolfgangと5150ⅲで本当にエディサウンドになるのか検証してみた,10,2018-03-06T18:06:17.000Z,5055,142,4,18,False
caron Mark,2,18.22.03,クロちゃん嘘ツイート監視企画(日)3/18【水曜日のダウンタウン】,24,2018-03-19T06:19:01.000Z,30704,157,43,26,False
海外の反応好き主婦けいこ,2,18.21.02,仲間も捨てて「国家代表」の資格も捨てた韓国代表選手の一言！韓国人「日本が嘲笑してる」,22,2018-02-20T14:01:55.000Z,9588,29,10,3,False
PONCOTSU,2,18.23.04,【乃木坂46】卒業MAD『明日晴れるかな ~ Documentary of 生駒里奈』,24,2018-04-22T10:12:07.000Z,48308,1536,10,209,False
C Film,2,18.04.04,斉木楠雄のΨ難 第2期 #12話 最高の瞬間,24,2018-04-03T20:39:27.000Z,32908,118,8,19,False
初森ベマーズ Season 2,2,18.07.05,乃木坂46 2018-02-17,10,2018-05-03T05:02:20.000Z,104752,1621,28,168,False
HEXADRIVE666666,2,18.17.04,MakeS -おはよう、私のセイ-【20万DLありがとう動画】ロングver,20,2018-04-17T03:21:38.000Z,1521,179,0,2,False
ヒメ チャンネル,2,18.27.05,新しいオンナ、ヒナ,24,2018-05-26T11:00:07.000Z,53221,3344,33,704,False
팩트iN스타 Fact in Star,2,18.04.04,[4K직캠] PENTAGON(펜타곤) - 빛나리(SHINE),24,2018-04-03T07:48:11.000Z,72722,7255,19,398,False
東京ストーリーズ,2,18.12.02,史上最高値でかつ希少な車トップ10,22,2018-02-11T09:29:12.000Z,188715,0,0,253,False
ほねとこころの癒しの先生,2,18.04.04,大谷 メジャー初ホームラン,27,2018-04-04T02:52:36.000Z,11526,30,1,6,False
channelボビーマッコイ,2,18.08.05,全ガンダム大投票　機動戦士ガンダム 逆襲のシャア特集,1,2018-05-07T12:16:24.000Z,70645,852,21,175,False
tvxq-max tvxq-uknow,2,18.03.04,【日本語字幕つき】東方神起 ユノ ユンホ 72時間 幼稚園先生 ビタミンユンホ先生  TVXQ 동방신기 yunho 비타민 유노윤호 선생님,22,2018-04-02T07:59:26.000Z,19302,358,30,24,False
りんかっち/Rin katchi,2,18.27.04,ZIPが山口達也について報道,22,2018-04-26T10:41:26.000Z,22727,20,14,36,False
Takatoshi Tsutsui,2,18.03.03,タモリ倶楽部 2018年3月2日 180302 「わざわざ海外まで行くのは時間の無駄!マニアと行く!!妄想ワールドトラベル」,22,2018-03-02T16:28:19.000Z,6361,29,9,9,False
言の葉の國 日本,2,18.28.04,【山口達也が嘘発見器より怖かったリーダー城島の読心術 】【言の葉の國　日本】,25,2018-04-27T16:59:12.000Z,12942,13,150,7,False
みんな大好き乃木坂46,2,18.30.04,生生星による最後の制服のマネキン,22,2018-04-26T11:03:19.000Z,8351,156,3,6,False
Keisuke NAKAYAMA,2,18.21.03,【音量注意】2018.3.20 上原浩治 10年ぶりの東京ドーム登板,19,2018-03-20T13:29:40.000Z,7216,62,0,0,False
ノヴァチルドレン,2,18.14.04,キバット2世の裏切り(ダークキバ),22,2018-03-31T07:12:49.000Z,6499,81,1,31,False
カケコミ相談アワー,2,18.23.02,TEL人生相談  あの素晴らしいカー○ックスをもう一度…　加藤諦三　中川潤【テレフォン人生相談】/カケコミ相談アワー,25,2018-02-22T08:30:01.000Z,8576,18,15,10,False
knt tnk,2,18.07.04,「女性は土俵から下りて」その後”大量の塩”「人命救助なのになんで」,22,2018-04-06T04:51:52.000Z,116812,332,294,1536,False
NickiMinajAtVEVO,2,18.05.05,Nicki Minaj - Chun-Li,10,2018-05-04T16:00:08.000Z,5294561,347659,22529,42155,False
ヨナ,2,18.13.05,ウジくんと電話 〜ブソクスンに感謝〜,24,2018-04-28T01:16:58.000Z,8883,335,14,12,False
しょうじ,2,18.02.06,生放送,20,2018-06-02T01:28:59.000Z,64793,1003,67,0,False
Poco Channel,2,18.13.03,"しまじろう はなちゃん かぜのときはあんせいにしよう！| Take some rest when you have a cold, Shimajiro | 子供・キッズ向け, Kids",22,2018-03-12T07:24:04.000Z,14242,21,9,0,False
Mikasu-Channel,2,18.16.02,【車中泊旅】冬の北海道編 #5 絶景の美瑛を走る！,19,2018-02-16T01:00:10.000Z,3918,123,6,43,False
neco channel,2,18.13.03,羽生結弦と平野歩夢の会話,22,2018-03-11T15:33:31.000Z,22882,196,11,24,False
エンジョイまきやん38yotti,2,18.24.02,【ポケモンGO】グラードン、カイオーガのレイドが復活！レックウザとの勝利数で報酬が決まる？,20,2018-02-23T16:06:35.000Z,7967,42,38,12,False
KRUD,2,18.16.04,【TWICE/日本語字幕】ゴーグルが見つけられないミナリが可愛い,22,2018-04-15T07:37:29.000Z,17424,432,2,32,False
ゆっくり漫画ウミサチリガヤ,2,18.21.05,【ゆっくり虐漫画】まいちゃのひーろーさん【描いてみた】,1,2018-05-20T08:30:00.000Z,25589,506,79,573,False
KDY J,2,18.11.02,メレンゲ 伊野尾慧に恋をするノブコブ吉村さん❷,24,2018-02-10T05:05:58.000Z,30610,248,20,48,False
The 1975,2,18.01.06,The 1975 - Give Yourself A Try,10,2018-05-31T22:57:07.000Z,307558,46529,404,4888,False
Felin Natasya,2,18.19.03,Rossi Masih Berani ! Full Race MotoGP Losail Qatar 2018 18 Maret 2018,10,2018-03-18T16:52:20.000Z,1116446,3741,417,1106,False
ひろゆき&ホリエモン,2,18.16.04,【ひろゆき】缶コーヒーは買ってはいけない！「おしっこが●●になる」 ※毎日缶コーヒー買ってる人はアウト！！※,24,2018-04-15T22:00:01.000Z,3562,19,7,8,False
深夜ラジオ V,2,18.11.02,オードリーのオールナイトニッポン 2018.02.10,10,2018-02-10T18:06:42.000Z,10541,0,0,2,False
เรื่องเล่าเช้านี้ บีอีซี-เทโร,2,18.19.04,หนุ่มปล่อยโฮโดนใบแดง ห่วงไม่มีคนดูแลยาย คสช.รับเรื่องพร้อมช่วยเหลือเสมือนญาติ,25,2018-04-19T01:00:10.000Z,211158,1456,81,1273,False
あっちゃん,2,18.17.02,WANIMA 　-BRL'17-,22,2018-02-16T23:53:57.000Z,2199,297,5,37,False
Assabio,2,18.07.05,"BAR vs. RMA, El Classico All Goals & Highlight(06/05/2018) 1080p FHD",17,2018-05-06T21:12:04.000Z,151671,490,46,280,False
champions,2,18.06.04,2018マスターズゴルフ 第1日,22,2018-04-05T16:46:44.000Z,6120,21,3,1,False
SPGOALS TV,2,18.01.04,Crystale Palace VS Liver pool  1-2 All Goals ⚽ Highlights 31/ 03/ 2018 HD⚽,17,2018-03-31T13:48:34.000Z,689113,2525,301,212,False
ぐさお/Splatoon2,2,18.13.03,【スプラトゥーン2】オクト最新情報！（公式発表より）,22,2018-03-12T07:04:40.000Z,69314,787,31,234,False
Onabys Pictures,2,18.27.03,3/26up!『東京Neighbors』第11話・前篇 -Short Film Project,1,2018-03-26T10:08:56.000Z,3160,0,0,0,True
マンガ紹介,2,18.27.03,転生したらスライムだった件 　第29話,22,2018-03-15T12:31:58.000Z,20797,33,1,2,False
Diplo,2,18.22.05,"Diplo, French Montana & Lil Pump ft. Zhavia - Welcome To The Party (Official Video)",10,2018-05-21T14:12:22.000Z,1641973,137672,2163,7564,False
暗黒速報HD,2,18.06.03,2018年03月05日 暗黒放送　やい！暗黒放送のサン横山だ！今日の暗黒放送は新居から放送するから暇な奴は見ろ！ちなみにこっちは大雨でにっちもさっちもいかないっていう天気であるぞ！,23,2018-03-05T19:31:58.000Z,2832,0,0,30,False
シネマトクラス CinematoClass,2,18.17.03,『映画プリキュアスーパースターズ！』予告編／シネマトクラス,1,2018-03-08T10:47:13.000Z,15949,104,1,11,False
Ikwansyah 92,2,18.19.03,Full Race MotoGP Qatar 2018,17,2018-03-18T23:19:06.000Z,215839,1284,120,184,False
yuzu emon,2,18.23.02,リフト,22,2018-02-22T10:54:05.000Z,16375,0,0,15,False
配信ナビ,2,18.10.05,【金バエ】らむめろとネットの王子が交際報告！（ふわっち）,24,2018-05-09T00:22:37.000Z,14600,25,54,19,False
ワンピース大図鑑,2,18.09.03,【ワンピース】897話予想「ぺコムズの反逆」,1,2018-03-08T09:00:03.000Z,5987,5,2,0,False
shikichannel,2,18.08.05,劇団四季：『アラジン』：2018年CM,24,2018-05-07T01:45:01.000Z,25669,0,0,7,False
ぺん ぺん,2,18.13.03,【モンスト】爆絶より爆絶してる気すらしてくる。もはやこれが1番難しいクエストじゃない?って思わせてくるレベル【ぺんぺん】,20,2018-03-12T09:36:15.000Z,223009,1041,301,986,False
食べ放題生はるのり,2,18.27.04,山口達也  謝罪会見 (T_T) ４月26日,22,2018-04-26T06:50:28.000Z,33667,19,28,20,False
SoundShine5,2,18.21.02,180217 君がいる世界 [SHINee WORLD THE BEST 2018〜FROM NOW ON〜] Kyosera Dome,22,2018-02-20T11:01:37.000Z,44923,2055,14,101,False
nico,2,18.24.02,ズンドコパラダイスに遭遇した淳太くん(ジャニーズWESTラジオ 中間淳太 桐山照史),22,2018-02-23T09:24:18.000Z,5542,319,3,9,False
weathernews 2nd,2,18.26.02,【LIVE】 最新地震・気象情報　ウェザーニュース SOLiVE24　(2018.2.25 18:00-24:00),22,2018-02-25T16:07:34.000Z,6471,42,0,0,False
PlayStation Europe,2,18.29.03,Gran Turismo Sport | Patch 1.15 | PS4,20,2018-03-28T14:00:01.000Z,32023,871,14,222,False
RM ラジオ,2,18.02.04,2018年4月1日 有吉弘行のSUNDAY NIGHT DREAMER 2018 04 01 サンデーナイトドリーマー,22,2018-04-01T13:52:17.000Z,5227,26,7,0,False
CountryWorld,2,18.16.02,みんな元気してた?,24,2018-02-15T14:57:00.000Z,6285,258,2,40,False
宇哥讲电影,2,18.27.02,【宇哥】小伙喝了丑女递来的饮料后，身体发生了不可思议的变化！《美丽背后的恐惧》,1,2018-02-26T10:07:18.000Z,180453,1434,63,217,False
こーすけ(最終兵器俺達),2,18.05.05,こーすけ MV「 灰色と青（ ＋もこう ）」,24,2018-05-04T10:08:13.000Z,134323,8922,594,2387,False
Trend Train,2,18.14.02,眞子様 小室圭さんの”ある裏切り”で『食欲不振』に…結婚延期は無期延期…,24,2018-02-13T10:29:54.000Z,27777,97,66,32,False
유쾌한 친구들아라리와,2,18.22.03,[아라시 예능] 왜 이런거 먹여요ㅠㅠ,22,2018-03-21T11:06:31.000Z,14744,0,0,8,False
TV Hub,2,18.11.02,HOA HẬU THỂ THAO GỌI VỐN SHARK TANK | TẬP 14 [FULL] SHARK TANK VIỆT NAM | VTV 3,24,2018-02-10T05:44:46.000Z,391626,2158,158,656,False
75ringo,2,18.27.03,【NEM】ついに公式アナウンス！カタパルト5月予定を発表！,27,2018-03-26T10:00:33.000Z,4284,87,6,10,False
渡辺りかこ,2,18.21.02,【欅坂の最終兵器】ぺーちゃん覚醒シーンまとめ(渡辺梨加),24,2018-02-20T10:20:50.000Z,64428,1234,29,168,False
- ITADAKI -頂,2,18.17.03,【魔法少女まどか☆マギカ】まどカス【sasukeの前人未道#28(後半)】,24,2018-03-16T13:00:02.000Z,59096,496,116,59,False
プロ野球 ニュース 野球が好きやねん !,2,18.11.02,プロ野球ニュース  2月10日 ⚾️阪神タイガース⚾️小藪千豊が宜野座キャンプ初潜入・福留孝介と爆笑インタビー  / プロ野球 / プロ野球 ハイライト,17,2018-02-10T09:33:44.000Z,10884,35,8,6,False
Superfly,2,18.23.04,Superfly - Bloom,10,2018-04-22T19:00:00.000Z,10675,798,5,62,False
JAPAN TODAY,2,18.13.05,JAPAN TODAY | サンデーモーニング 2018年05月13日 180513,25,2018-05-13T00:52:42.000Z,4219,14,20,8,False
アワードアニラジ,2,18.09.03,第4回『アニラジアワード』授賞式,1,2018-03-08T13:37:42.000Z,37563,645,29,36,False
Si Da La Ma,2,18.15.04,教えて！ニュースライブ 正義のミカタ 2018-04-14,22,2018-04-14T15:24:15.000Z,5239,32,3,8,False
GReeeeN,2,18.07.04,GReeeeN アルバム『うれD』 ティザー映像(2018.4.11発売！）,10,2018-04-06T11:00:00.000Z,28182,2376,5,349,False
-2018ウチくる!?,2,18.14.04,ダウンタウンなう 4月13日 180413 【本音でハシゴ酒】 逮捕の瞬間！警察24時,22,2018-04-13T15:11:45.000Z,37313,53,33,6,False
tbs 시민의 방송,2,18.12.06,[tbsTV 북미정상회담 특집 / 보이는 tbsFM 김어준의 뉴스공장],25,2018-06-12T02:37:17.000Z,273464,5048,226,117,False
Song You,2,18.08.05,世界の果てまでイッテQ 2018年5月06日 180506 #2,24,2018-05-06T14:14:44.000Z,242782,1421,185,198,False
벚꽃부계정,2,18.06.05,[아라시/嵐] 아라시 멤버가 6명이었던가? (feat. 아라시짱팬 후지몽),24,2018-05-02T05:13:28.000Z,9247,300,4,15,False
将棋倶楽部,2,18.19.03,羽生善王VS豊島八段・終盤〜勝利の瞬間とゲームの始めから終わりまで【将棋】第76期A級順位戦プレーオフ第4局 【2018.3.18】,17,2018-03-18T16:13:23.000Z,12895,59,14,23,False
直撃LIVE グッディ !,2,18.30.03,アメトーーク コン   ビ芸人ホームルーム 2018年03月29日 180329,22,2018-03-29T15:59:23.000Z,10113,21,4,3,False
Momusu Aki,2,18.19.04,モーニング娘。'17 メドレー,22,2018-04-16T01:41:05.000Z,4278,174,1,14,False
mochasoyo,2,18.05.03,雨上がりのステップ　新しい地図　2018/3/4 パラ駅伝,24,2018-03-04T14:19:10.000Z,16082,494,9,14,False
