channel_title,no_of_vids,trending_date,title,category_id,publish_time,views,likes,dislikes,comment_count,comments_disabled
amazarashi Official YouTube Channel,7,18.27.02,amazarashi『月曜日』“Monday” Trailer｜マンガ「月曜日の友達」主題歌,10,2018-02-26T10:00:01.000Z,59061,4878,14,537,False
XZERO TONY,7,18.21.04,NANATSU NO TAIZAI: IMASHIME NO FUKKATSU 14 SUB ESPAÑOL,24,2018-04-21T01:15:32.000Z,380741,9687,219,1166,False
[Dorothy]도로시,7,18.27.03,비빔냉면 김치만두mukbang bibim naengmyeon拌冷面 混ぜ冷麺Kimchi Dumplings泡菜饺子 キムチ餃子 mgain83 Dorothy,22,2018-03-26T05:58:14.000Z,194402,0,0,394,False
スピリチュアルで開運 聞くだけで運命が変わり始める江原啓之の幸せな心の授業,7,18.04.04,江原啓之 おと語り 幸せな奥さんの特徴【幸せな心の授業】,22,2018-04-03T20:00:00.000Z,3896,21,8,1,False
まるいくせ,7,18.26.03,【名探偵コナン】コ哀、コナンと灰原の夫婦的会話まとめ,22,2018-03-17T02:34:01.000Z,16499,214,3,30,False
SKE48,7,18.15.02,2018年2月10日 SKE48 全国ツアー (新潟テルサ・1公演目)「ウイニングボール」スペシャルムービー,24,2018-02-15T08:00:00.000Z,5386,352,6,19,False
マスゲン釣りチャンネル,7,18.24.04,１投でゴーマル釣ってすぐ帰る,17,2018-04-23T10:44:15.000Z,41627,790,32,181,False
SekineRisa,7,18.24.05,[ゆる]夏に向けたピアス購入品&収納紹介,26,2018-05-23T10:00:16.000Z,162527,2641,368,423,False
1theK (원더케이),7,18.23.02,[MV] CLC (씨엘씨) _ BLACK DRESS,10,2018-02-22T09:00:03.000Z,594338,67505,842,5625,False
ニュースを斬る,7,18.29.03,【福山哲郎・宮本岳志】自民・菅原議員の「隣の土地は14億がただ同然、曰くつきの土地」発言に完全沈黙ｗ←早く反論しなさい,25,2018-03-28T05:09:05.000Z,91839,446,43,99,False
GOSSIPY,7,18.15.05,悪質タックルの日大アメフト部・宮川泰介の本性がガチでヤバい…,24,2018-05-13T07:50:19.000Z,448121,801,1040,634,False
UFfanclub,7,18.07.02,DVD『モーニング娘。’17 クリスマスFCイベント ～プレモニ。2～』,24,2018-02-06T02:54:08.000Z,23903,405,16,50,False
b ._____. d,7,18.10.03,和牛 水田 『俺、水田やで』,22,2018-03-09T11:38:52.000Z,4180,46,0,4,False
GO SPORTS NEWS,7,18.12.02,[平昌オリンピック] 　五輪開会式でトラブル続出　謎の男が乱入,17,2018-02-12T02:21:16.000Z,1910,8,4,6,False
ALL THE K-POP,7,18.08.03,Show Champion EP.260 NCT U - BOSS [엔시티 유 - 보스 ],24,2018-03-07T12:01:39.000Z,177392,15325,58,743,False
ABC movies,7,18.20.04,パンダ団子をもぐもぐのシャンシャン　飼育員さんにもらったお団子をママに取られ、残りを味見編　2018.04.18,15,2018-04-19T07:27:08.000Z,9028,64,2,4,False
鈴鹿詩子,7,18.24.05,鈴鹿詩子雑談#4　大喜利で事故ったりマシュマロ返しで濃厚な夢女子文化について語ったりする。,24,2018-05-23T15:01:06.000Z,65348,2784,39,64,False
theenergy0000,7,18.26.02,サンデー・ジャポン 2018年2月25日,1,2018-02-25T03:33:04.000Z,27579,24,12,4,False
うさぎARMY 動画,7,18.28.02,BTS みんな違ってみんないい。Part④,10,2018-02-27T09:39:07.000Z,16051,606,14,28,False
siokobe,7,18.06.04,Shohei Otani Home Run No  2,10,2018-04-05T03:54:47.000Z,80437,216,14,7,False
Violet-ヴァイオレット-,7,18.24.05,ジョンレノ VS ヴァイオレット,24,2018-05-23T10:51:22.000Z,38869,1212,79,353,False
NMB48 MOMOROON OSHI,7,18.29.03,NMB48 チームNドラフト3期生の初めての自己紹介 180328,22,2018-03-28T13:22:12.000Z,6769,200,5,25,False
a k,7,18.20.02,2018/02/19 七原くん ピポポタマス①,24,2018-02-19T18:11:19.000Z,3837,8,46,26,False
神谷えりな Kamiya Erina 2,7,18.07.02,イッテQ お祭り男宮川×手越 巨大ブランコ②,1,2018-02-06T04:01:56.000Z,90929,442,88,174,False
芸能の部屋,7,18.24.05,宮川泰介選手の証言を否定する井上奨コーチに元関学大QB有馬隼人がある質問をして会場騒然！日大アメフト緊急会見・内田正人監督,22,2018-05-23T15:37:05.000Z,27796,191,23,5,False
youheidx,7,18.26.05,よみがえる快盗戦隊ルパンレンジャーVS警察戦隊パトレンジャー　DXルパンカイザーナイト＆DXパトカイザーストロング,24,2018-05-25T12:02:43.000Z,58226,462,28,43,False
hiro hiro,7,18.20.02,入学準備！連絡袋の作り方（A4 サイズ）DIY Japanese School Goods sewing tutorial,26,2018-02-19T03:32:43.000Z,12241,378,10,39,False
SITE777TV,7,18.20.02,【サイトセブンTV】サイトセブンカップ #365 （パチンコ）,24,2018-02-19T15:00:00.000Z,21452,0,0,0,True
MBCkpop,7,18.11.03,[HOT] 3월 2주차 1위 '아이콘 - 사랑을 했다 (IKON - Love Scenario)' Show Music core 20180310,10,2018-03-10T07:43:56.000Z,126573,6778,69,468,False
AmuroNamiech,7,18.10.02,25th Anniversary History Movie / NAMIE AMURO 〜glorious days〜,10,2018-02-09T17:15:46.000Z,28672,1723,13,95,False
MEGWIN TV LAB,7,18.11.02,雪で冷やしたキンキンのビールとたき火で仕上げる絶品アスパラベーコン!!スキレットから直接食え！！大人のおつまみ！【MEGWIN×大人チャンネル】,24,2018-02-10T10:00:06.000Z,180561,2912,216,324,False
競艇エブリディ,7,18.08.02,2/6!!1日千円!!インを頼りに今日も勝つ!!【競艇エブリディ029】,24,2018-02-06T19:03:02.000Z,10068,121,13,44,False
YTATchannel,7,18.18.04,東京喰種 トーカVS月山,22,2018-04-09T03:22:38.000Z,11269,21,0,1,False
芸能ヒストリア,7,18.12.02,竹田恒泰氏が結婚延期について放った”ある一言”に一同驚愕...明治天皇の玄孫が語る眞子さまと小室圭さんへの見解とは？,22,2018-02-11T14:47:40.000Z,33239,0,0,7,False
政治ちゃんねる,7,18.25.02,よるバズ　青山案で激論　２月２４日,25,2018-02-24T13:47:32.000Z,17183,113,14,59,False
海外の反応 セルネラ,7,18.11.02,海外の反応　「今更狼狽えても・・・」  ペンス副大統領の即時離席に  韓国人が顔面蒼白,22,2018-02-11T01:30:00.000Z,6241,60,8,14,False
声豚TV【文字おこし】,7,18.17.03,【銀魂文字起こし】大蛇丸が語る、井上和彦がモテる秘訣は〇〇に優しいこと！！【井上和彦さんの伝説エピソード #6】,1,2018-03-16T11:00:05.000Z,34957,234,14,20,False
エンタメPON,7,18.24.04,稲垣吾郎が性格否定され 草彅剛の放った一言に涙が止まらない…SMAP時代から続く新しい地図の2人の絆にファンも感涙 香取慎吾も微笑む仲,22,2018-04-23T16:30:11.000Z,10106,319,16,13,False
太郎タロウ,7,18.13.03,稲村亜美が理性のない野球男児に襲われる,22,2018-03-11T01:42:59.000Z,978971,780,4539,4040,False
さんくーる,7,18.10.02,【バドミントン】全国経験者なら何使っても最強説‼️,24,2018-02-09T10:08:19.000Z,102782,551,445,228,False
一番面白いネタ一番面白い瞬間,7,18.14.02,しゃべくり００７ 深イイ最強の独身女ＳＰ超お嬢様密着＆天海祐希と江口のりこ(秘)私生活 -  2018年2月12日放送,22,2018-02-12T19:09:35.000Z,53239,228,57,46,False
netkeibaチャンネル,7,18.31.03,【2018年大阪杯予想】的中のポイントは“チャンピオン決定戦・大阪杯を使う意味”,17,2018-03-30T10:45:00.000Z,35183,87,45,12,False
イッテQ,7,18.24.03,【イッテQ】第2の出川！ 河北麻友子の名珍場面集！,20,2018-03-15T02:45:30.000Z,7588,11,5,0,False
あいり,7,18.13.03,プロおすすめのツヤコスメを買いました！byアラフォー《デパコス購入品》,22,2018-03-12T10:00:13.000Z,55119,1256,82,163,False
言葉の薬箱,7,18.09.02,【TEL人生相談】いまさら感満点　やっぱ養育費ちょーだい,26,2018-02-09T02:15:00.000Z,2476,15,2,1,False
xプロ野球スポーツチャンネルズx,7,18.15.02,銀メダルの平野選手がショーンホワイトを語る！ZIP 2月15日,17,2018-02-15T00:52:21.000Z,160077,1053,88,582,False
ハマグリ,7,18.25.02,DeNA高卒ドラフト5位櫻井周斗 オープン戦初登板で1回無失点 全投球(2018.2.24),17,2018-02-24T08:49:22.000Z,21817,177,1,126,False
ヒロトモコ,7,18.01.04,めちゃイケ 卒業！岡村隆史『めちゃイケは ぼくの青春でした』,22,2018-03-31T14:26:56.000Z,9432,62,3,4,False
ĐÔNG TÂY PROMOTION OFFICIAL,7,18.11.02,Hòa Minzy điên cực độ với chuyện Ăn Cơm Trước Kẻng | Best Cut Ơn Giời Cậu Rồi 2018,24,2018-02-10T16:14:59.000Z,655027,5812,322,858,False
radio days,7,18.06.03,伊集院光 深夜の馬鹿力 2018年03月05日,22,2018-03-05T18:07:53.000Z,5629,35,18,1,False
ぐっちの部屋(ミラクルぐっち),7,18.13.03,〔マインクラフト〕歴代最強きました！ピクセルガン・ラッキーブロック！？,20,2018-03-12T10:19:05.000Z,96484,956,126,400,False
新宇田川フリーコースターズ,7,18.19.02,2018 02 18 有吉弘行のSUNDAY NIGHT DREAMER 2018 02 18 サンデーナイトドリーマー,22,2018-02-18T13:56:29.000Z,54645,269,65,48,False
radwimpsstaff,7,18.06.06,「カタルシスト」Music Video 予告編,10,2018-06-06T03:03:01.000Z,101741,5859,47,492,False
キラリ!エンタメ,7,18.25.04,生駒里奈とバナナマン設楽と日村の“ある行動”に一同驚愕【乃木坂４６卒業コンサート】,24,2018-04-24T14:46:07.000Z,114869,571,187,138,False
Legendary Football,7,18.06.03,Crystal Palace vs Manchester United 2-3 All Goals & Highlights Extended 2018,17,2018-03-06T01:28:45.000Z,290668,3616,410,191,False
Colors TV,7,18.23.05,Bepannah - 21st May 2018 - बेपनाह - Full Episode,24,2018-05-21T19:06:20.000Z,636435,7426,478,1041,False
VPF Media,7,18.11.03,FULL | Hoàng Anh Gia Lai vs B. Bình Dương | VÒNG 1 NUTI CAFE V LEAGUE 2018,17,2018-03-10T12:48:55.000Z,632763,2232,248,15,False
知恵袋,7,18.01.05,ひろゆきが語る日本のデモが全く無意味な理由！専門家を嘲笑いフルボッコ論破,26,2018-04-30T14:37:01.000Z,11498,85,16,28,False
優等生台TV日直島田の,7,18.24.03,【新台収録】【CR革命機-ヴァルヴレイヴ】日直島田の優等生台み〜つけた♪【ヴヴヴ】【パチスロ】【パチンコ】,24,2018-03-23T09:32:05.000Z,66701,485,269,206,False
【公式】DMMぱちタウンch,7,18.14.02,【新番組!!】ノリ打ちバッチこい!!GOLD#3　まりも【まりも × 松本バッチ × 鬼Dイッチー】＜これがノリ打ちの力だ!!!＞,24,2018-02-13T09:00:01.000Z,202964,969,240,58,False
TWICE,7,18.16.02,행복한 설날 보내세요! from TWICE,10,2018-02-15T15:11:45.000Z,84066,12153,51,1291,False
ごまだんごの怪奇なチャンネル,7,18.06.03,【不思議な話】「空間」「落札」「図書館」【朗読三話つめあわせ】,24,2018-03-05T14:00:02.000Z,3544,105,6,11,False
Channel《あつし》,7,18.23.02,猫が風呂場の水を好きな衝撃的な理由が判明したらしい…！,15,2018-02-22T05:13:51.000Z,64322,1762,47,199,False
北海道日本ハムファイターズ,7,18.15.02,「感謝」と共にアリゾナキャンプ打ち上げ！,17,2018-02-15T05:35:25.000Z,3922,185,1,8,False
redwingc,7,18.13.02,広島カープ  藤井皓 投手 紅白戦2イニング  2018日南キャンプ最終クール3日目,17,2018-02-12T10:02:53.000Z,5708,17,4,11,False
東映ビデオ,7,18.16.03,Vシネマ『炎神戦隊ゴーオンジャー 10 YEARS GRANDPRIX』特報,1,2018-03-15T15:00:03.000Z,84695,1841,13,606,False
Aimer Official YouTube Channel,7,18.09.02,Aimer 『Ref:rain』(Short Ver.),10,2018-02-08T03:00:01.000Z,157029,6544,48,443,False
投稿専用ザK,7,18.27.04,美脚の工作員 キュラソー 名探偵コナン Detective Conan,1,2018-04-26T07:56:49.000Z,170482,1235,56,430,False
BRUH SAVAGE,7,18.28.05,Jayson Tatum Posterize LeBron James And Taunts Him Kings Dead！,17,2018-05-28T02:45:10.000Z,128281,841,152,1238,False
黒砂中,7,18.04.03,乾貴士 今季4ゴール目!! 電光石火のカウンターで日本人最多ゴール記録を更新,17,2018-03-03T20:39:04.000Z,3362,28,1,2,False
Dude Perfect,7,18.20.02,Football vs Soccer Trick Shots | Dude Perfect,17,2018-02-19T22:56:12.000Z,4151801,279564,2495,28691,False
ike_ douga2,7,18.31.03,【1080p】3/30 カープ開幕戦ハイライト【カープ2018】,17,2018-03-30T13:41:11.000Z,14090,323,4,72,False
orafo,7,18.26.02,2018/02/25 第62回 阪急杯（GⅢ）〈レース結果〉,17,2018-02-25T07:01:10.000Z,11748,12,5,9,False
ねこらぶ,7,18.21.02,平昌五輪 パシュート韓国代表に「亀裂」,22,2018-02-20T23:09:01.000Z,39243,97,52,73,False
チャンネル人工知能,7,18.17.03,【理科】もしも人間に虫の能力が備わったら？【物理エンジン】,24,2018-03-16T09:00:07.000Z,332511,5030,233,1893,False
【Channnel *国会政治*】,7,18.18.02,ピョン対ホン　辺氏がヒートアップ！2018.2.17,25,2018-02-17T13:16:04.000Z,12534,44,9,24,False
T-Palette Records,7,18.10.02,GANG PARADE『BREAKING THE ROAD』MUSIC VIDEO,10,2018-02-09T11:00:12.000Z,16573,797,11,0,True
kanako,7,18.19.02,【平昌五輪】NHKがカーリング女子の中継でやらかした”ある事”に視聴者大激怒！「いま何を放送すべきかを考えろ！！」【kanako】,24,2018-02-18T09:18:38.000Z,13527,0,0,12,False
芸能Gメン,7,18.17.04,有働由美子あの有名人と愛人関係だった過去に涙が止まらない！【芸能Gメン】,22,2018-04-05T21:21:50.000Z,23806,27,25,13,False
三觜喜一MITSUHASHI TV,7,18.09.02,左ハンドルの始動をスムーズに行うための注意点,17,2018-02-08T03:24:59.000Z,14379,167,6,8,False
でけたーの先生2,7,18.25.02,阪急杯　見学　文無し君や,23,2018-02-24T13:58:46.000Z,8818,100,16,38,False
ぐさお / Gusao,7,18.22.04,【スプラトゥーン2】海外フェス！イラスト＆結果まとめ【最新版】,20,2018-04-21T06:29:24.000Z,23363,408,12,158,False
쬐끄嵐,7,18.23.02,형아 앞머리에 무지 관심많은 동생들,22,2018-02-22T13:31:22.000Z,9387,0,0,0,True
hatomugi ASMR,7,18.03.03,[ASMR] Ear Cleaning / No Talking👂 耳かきの音,24,2018-03-02T13:00:03.000Z,69708,2461,44,479,False
bapake dul,7,18.22.03,最高の春のアニメの面白い瞬間 #10 パート3,22,2018-03-21T06:32:31.000Z,73768,234,18,31,False
スカッとちゃん,7,18.21.05,母は他界し、父は女性と逃げた。JKの私「もう…この身を売るしかない」→30代くらいの男性を狙い声をかけようとしたら先に目が合った。男性「何か？」私「あの…」,25,2018-05-20T03:00:01.000Z,15187,182,8,23,False
綾人サロン,7,18.08.03,信号の「赤」が 一番右側にある理由【意外な事実】,2,2018-03-07T09:54:45.000Z,8237,206,17,71,False
HomeAlone독거소인,7,18.01.03,[아라시]종이인형 옷입히기 놀이 아라시 버전,22,2018-02-28T11:30:17.000Z,35878,641,9,82,False
さなっち,7,18.09.03,【巨大化】ポテトがたくさん食べたいあなたへ♡【カケテミーヨ】,22,2018-03-08T13:34:09.000Z,62452,1199,80,240,False
Antennas,7,18.11.02,平昌五輪 開会式 会場 ほとんど空席だった写真！？,25,2018-02-10T01:00:32.000Z,285706,837,378,545,False
Cafe Music BGM channel,7,18.23.02,#HAPPY SPRING JAZZ# JAZZ & BOSSA NOVA MUSIC - CAFE MUSIC For Study - Work,10,2018-02-22T22:27:26.000Z,7263,175,2,14,False
나도Nado,7,18.20.03,엽떡 핫도그 먹방 _ 엽기떡볶이와 명랑핫도그의 만남 :D,24,2018-03-19T10:46:51.000Z,241815,7059,152,831,False
Sony Pictures Entertainment,6,18.09.02,VENOM - Official Teaser Trailer (HD),24,2018-02-08T14:00:04.000Z,5599238,128725,15751,20888,False
エボルエボルト,6,18.13.05,平ジェネFINALでの石動惣一【仮面ライダービルド】,1,2018-05-12T14:53:51.000Z,245122,1443,63,266,False
衝撃的なチャンネル,6,18.09.03,【キチガイ】京大前の交差点でこたつを囲い込み何かを訴えている男女の学生　逮捕不可避！？,22,2018-03-03T01:44:59.000Z,137067,311,449,741,False
チャンネルコウノスケ,6,18.11.02,無人島で一人助けを待つげんげん,26,2018-02-10T15:43:16.000Z,96277,2925,218,501,False
SEYO KA,6,18.28.04,グクの背中まで透けてる衣装を見て焦ったジミンw,24,2018-04-27T11:38:00.000Z,104862,3646,19,77,False
CaseyNeistat,6,18.10.02,about Logan Paul,22,2018-02-09T13:00:00.000Z,2768013,165865,9001,14577,False
桐崎栄二/きりざきえいじ,6,18.07.02,警察から逃げる,23,2018-02-05T11:14:07.000Z,1649451,23979,11290,4194,False
Kantipur TV HD,6,18.29.04,Neetesh Jung Kunwar & Sisan Baniya | It's my show with Suraj Singh Thakuri | 28 April 2018,24,2018-04-28T16:15:00.000Z,74343,4514,82,953,False
doala777,6,18.04.04,2018.04.03 ミス日本に対抗するドアラ子さん。,17,2018-04-03T23:58:23.000Z,4518,67,1,1,False
NEW JAPAN PRO-WRESTLING,6,18.09.02,"Feb 07, Signing Ceremony for 3 Championships at THE NEW BEGINNING in Osaka",17,2018-02-08T05:20:03.000Z,12140,408,3,132,False
NPB news,6,18.17.03,坂本勇人 禁断のマンガ生活＆G選手オススメの漫画 ”巨人救援投手 新方程式USA„【ズムサタ】／ プロ野球熱ケツ情報 読売ジャイアンツ,22,2018-03-16T23:06:02.000Z,8042,57,3,51,False
スカッとGJ,6,18.27.04,🔴加藤浩次、TOKIO山口達也の行動へ怒り｢どんだけメンバーに迷惑かけてんの｣ 【スカッとＧＪ】,24,2018-04-26T05:04:03.000Z,68455,19,135,15,False
スピリチュアル開運チャンネル 江原啓之 美輪明宏オーラの授業,6,18.06.05,江原啓之 おと語り 山口達也の本性と前世に一同驚愕！ 【スピリチュアル開運チャンネル 江原啓之 美輪明宏 オーラの授業】,22,2018-05-05T06:06:13.000Z,64219,165,88,9,False
Step芸能Now!,6,18.28.04,TOKIO山口達也の学歴と年収がヤバい!!まさかの示談金額にファンも驚愕…,24,2018-04-25T17:17:01.000Z,39407,33,90,8,False
さとちんTV,6,18.26.05,100円2回当たりの扉を見つけて景品ゲット！レトロゲーム　さとちん,24,2018-05-25T07:33:56.000Z,51057,474,77,71,False
Ojisan dangi,6,18.04.03,【3月で番組終了】俺達かまいたち【ゲスト 和牛】2018年03月03日,24,2018-03-03T13:16:32.000Z,13187,167,14,17,False
벚꽃,6,18.22.03,[아라시/嵐] 넌 안줘도 난 줬다!! (´･∀･｀),24,2018-03-21T12:35:37.000Z,12897,448,0,10,False
動画公開中エステー Q,6,18.20.03,シャルダンボタニカルCM“ポルトガル人ミゲル”篇Ａ 15秒,24,2018-03-19T12:24:37.000Z,21378,0,0,0,True
FRONTIERWORKS,6,18.24.02,あんさんぶるスターズ！アルバムシリーズ 流星隊 ダイジェスト動画,1,2018-02-23T09:00:05.000Z,118802,9136,33,1074,False
バラエティ チャンネル,6,18.22.02,イッテQ イモト安室ちゃん紅白出ると知る！,22,2018-02-21T11:59:33.000Z,27841,337,22,47,False
芸能ニュース&NEWS,6,18.05.04,「とてつもない記録」を叩き出し…早くも「想定外」の事態に…!? 稲垣、草なぎ、香取の影響力に、テレビ局関係者が…「思い知らされました」…!?,25,2018-04-04T10:05:03.000Z,6632,265,6,0,False
井上ジョー/TENGUBOY オフィシャル JAPAN,6,18.12.03,【アメリカ】ジャンクフードの不健康ランキング（＊個人の見解です）,22,2018-03-11T20:21:23.000Z,5137,0,0,29,False
atlustube,6,18.22.03,5/24発売！『P3D』&『P5D』　PV03,20,2018-03-21T12:28:42.000Z,86430,3771,33,736,False
Love Giants Ch2,6,18.21.03,【大歓声】上原浩治 3426日ぶりに東京ドーム降臨 2018.03.20,22,2018-03-20T16:54:47.000Z,36079,134,5,27,False
Minions Cover,6,18.27.04,矢作が語る「勝俣州和に関する説」とは？(日)4/22 【水曜日のダウンタウン】 2018,1,2018-04-24T02:42:21.000Z,4003,22,2,0,False
FreeDawkins,6,18.30.05,"Golden State Warriors vs Houston Rockets Full Game Highlights | Game 7 | 2018 WCF, May 28, 2018",17,2018-05-29T03:36:31.000Z,657793,2808,243,1376,False
MLB,6,18.05.04,Shohei Ohtani belts a three-run HR in his first AB in Anaheim,17,2018-04-04T03:34:33.000Z,536590,5279,90,851,False
しんのすけ,6,18.23.05,#006【俺たちの絆】2/2（バジリスク絆）高設定ならではのこの挙動,24,2018-05-22T11:00:04.000Z,47356,314,118,43,False
シンカリオンTV,6,18.25.02,【新幹線変形ロボ シンカリオン】第８話『連結!!初めてのリンク合体』,1,2018-02-24T23:30:01.000Z,7750,128,6,0,True
サッカーキング,6,18.31.05,W杯へ挑む日本代表メンバー23名発表！サバイバルを制したのは？｜#SKch 2018.05.31,17,2018-05-31T13:41:52.000Z,21561,248,50,6,False
八丈冒険団,6,18.23.05,シロアリ食べながら石焼き厚切り牛タンステーキ！,24,2018-05-22T12:43:51.000Z,40699,872,36,215,False
埼玉の仙人,6,18.29.03,【車中泊】晩飯の残りで担々うどん車中飯☆【車内料理】＆道の駅みなの探索,24,2018-03-28T10:00:04.000Z,6260,155,9,29,False
炎上にゅーす,6,18.20.03,和田政宗「太田理財局長アベノミクスを潰すために、意図的に変な答弁をしてるのではないか」,22,2018-03-19T04:15:26.000Z,16462,95,30,95,False
Adyms93,6,18.22.02,ＴＨＥカラオケ★バトルＳＰ 2018年2月21日【今夜…新四天王誕生！Ｕ－１８歌うま甲子園】,1,2018-02-21T12:43:27.000Z,17131,149,20,28,False
ChainsmokersVEVO,6,18.17.02,The Chainsmokers - You Owe Me,10,2018-02-16T05:01:00.000Z,3934084,219005,10256,15846,False
hensits,6,18.02.05,TOKIO 国分太一　「ジャニーさんに申し訳なくて」,24,2018-05-02T01:51:06.000Z,216740,469,190,440,False
rikk boon,6,18.04.04,大谷翔平 メジャー初ホームラン,22,2018-04-04T02:54:11.000Z,255460,1504,61,283,False
찹쌀,6,18.17.02,[아라시] 영어로 자기소개를 해보자! / 嵐、英語で自己紹介をしてみよう！,22,2018-02-16T11:01:38.000Z,11238,572,0,43,False
ピーナッツくん!オシャレになりたい!,6,18.16.05,すくすく！ピーナッツくん ザ・ナイト,24,2018-05-15T12:17:43.000Z,51271,2374,85,80,False
谷崎鷹人 /谷やん,6,18.16.02,【大食い】あったか鍋！水炊き6.5㎏～自家製鶏白湯スープで♪～,24,2018-02-15T14:58:17.000Z,107519,2705,144,561,False
Tokyo,6,18.07.03,きみが心に棲みついた 第8話,22,2018-03-06T17:10:57.000Z,14603,79,22,14,False
デモクラシータイムス.,6,18.03.03,財務省、森友「決裁文書」書き換えか   働き方改革、 自民党と電通 ー デモクラシータイムス ウィークエンドニュース,25,2018-03-02T11:18:43.000Z,7712,87,8,4,False
haru na,6,18.08.02,レペゼン地球  DJ社長&DJ銀太,23,2018-02-06T12:34:16.000Z,25669,122,9,4,False
officeZERO MusicVideo,6,18.20.03,t-Ace ダレかいない？/ダレもいねえ(short)Official Video,10,2018-03-19T09:00:05.000Z,46665,1506,373,226,False
お楽しみちゃんねる,6,18.17.02,羽生結弦の生着替えが映り込み！,24,2018-02-16T07:17:09.000Z,172397,780,245,439,False
kawahagisouls,6,18.21.03,180320 七原くん ぐだっと寝る前に／職場に配信バレした？,24,2018-03-20T17:50:09.000Z,3660,18,21,15,False
競馬レース&参考レース,6,18.01.04,2018年 ドバイシーマクラシック（G1）,22,2018-03-31T16:30:38.000Z,11441,22,2,9,False
Mammyたまご,6,18.18.05,リカちゃんハウスにマグマがきた!?床が溶岩になる★おうち脱出ゲーム♪Floor is Lava challenge おもちゃ たまごMammy,24,2018-05-17T08:30:05.000Z,153307,1062,267,107,False
The Daily Show with Trevor Noah,6,18.09.02,Of Course Trump Wants to Throw Himself a Military Parade: The Daily Show,23,2018-02-08T04:30:01.000Z,1348724,25030,997,2948,False
miho316203,6,18.07.04,[윤호FANCAM] SMTユノ DUBAI    運命 　YUNHO CHANGMIN 운명,10,2018-04-06T23:57:45.000Z,10292,648,3,15,False
beautyinspirer.TV,6,18.25.02,羽生結弦 Yuzuru Hanyu 大トリで演技・エキシビション前日練習・絶対王者の本音,17,2018-02-24T22:30:01.000Z,6515,129,2,1,False
サンダーお兄さん,6,18.06.03,ノーマルのマークXでドリフトは出来るのか検証　LSD組み付け編②,23,2018-03-05T13:51:04.000Z,14530,236,9,14,False
スカッとまつり,6,18.24.03,【植木屋さんGJ】トメと植木屋さんがうちの庭に椿を植えた。植木屋さんが小声で「あの木は大事にして。3年でわかるよ」＜スカッとまつり＞,22,2018-03-17T01:00:01.000Z,34047,122,10,8,False
TV AGORA ON,6,18.26.05,Globo Repórter - Japão 25 de Maio 2018,24,2018-05-26T03:25:00.000Z,39403,924,86,30,False
AnonyMouth,6,18.21.03,2018.03.18 W杯第6戦 女子マススタート 優勝 佐藤綾乃 / 松岡芙蓉,22,2018-03-18T15:49:35.000Z,21568,86,3,14,False
芸能丸,6,18.29.04,大谷翔平の４号HRにヤ軍L.セベリーノが放った一言に一同驚愕...エンゼルス対ヤンキース,22,2018-04-28T11:06:08.000Z,56060,0,0,37,False
花田紀凱「月刊Hanada」編集長の「週刊誌欠席裁判」,6,18.20.02,2/19㊙ 竹田恒泰&KAZUYA＆奥山真司＆花田紀凱の「週刊誌欠席裁判」...頭から見るには→https://youtu.be/qCVa-xCeMik｜ちょっと右より・・・のライブ ストリーム,25,2018-02-19T15:12:21.000Z,17411,276,13,7,False
コロン BB,6,18.08.02,猫の噛み癖が治ったと錯覚したあの夜,15,2018-02-07T07:00:01.000Z,12442,570,6,103,False
華のおとうさん,6,18.10.02,≪ 沖海3 桜 ライト No.3 (前編) ≫ 【 華ぱぱの アツい時間のはじまり 第119話・スーパー海物語 in 沖縄3 桜ライト 】,20,2018-02-09T08:29:59.000Z,13310,114,33,28,False
Angel t,6,18.13.03,乃木坂工事中  20thシングル選抜発表！,20,2018-03-12T00:53:02.000Z,142646,484,128,542,False
Аzika Таpu,6,18.16.02,水曜日のダウンタウン「読みの鋭さの違い」 ✦ 主な理論・で笑ってた人マジで0人説,24,2018-02-15T07:25:02.000Z,90180,263,94,150,False
卓球ウイイレ,6,18.26.04,山口達也容疑者、最後の勇姿（Ｒの法則）,20,2018-04-25T09:51:33.000Z,456429,992,278,1242,False
あなん 世界の反応 日本の話題 チャンネル,6,18.15.02,海外の反応　カワイイと人気爆発！海外「ヤバイくらい可愛い」 日本の女子アイスホッケー代表が大人気,25,2018-02-14T14:17:49.000Z,38421,236,47,40,False
анор роьи,6,18.04.04,水3 7テキ屋インチキ説【水曜日のダウンタウン】,22,2018-03-21T07:34:48.000Z,17206,31,5,31,False
"ひろゆき, hiroyuki at Youtube",6,18.04.04,個人的に楽しくなるにはどうすればいいか会議。#2,22,2018-04-03T16:40:13.000Z,26364,327,50,37,False
お笑い好き,6,18.22.03,パーパー　コント「告白」,22,2018-03-21T11:20:01.000Z,4857,27,4,3,False
よんわり あたる 競馬予想,6,18.25.02,競馬予想　2018年中山記念　枠順確定後　本命馬,26,2018-02-24T14:19:27.000Z,10062,88,14,9,False
上野なび,6,18.18.02,シャンシャン248日齢、食料めぐって血肉の争い,19,2018-02-17T03:30:01.000Z,19684,159,18,9,False
オレ的ゲーム速報FX投資部,6,18.12.02,FX報告、ダウ大暴落＆仮想通貨でマイナス5000万円になった。,24,2018-02-11T14:36:02.000Z,64384,850,174,447,False
ニコニコch,6,18.15.02,世界初男性バーチャルYouTuber　あだ名・罵倒集【ばあちゃる】,22,2018-02-15T08:33:52.000Z,3108,195,2,38,False
