,channel_title,no_of_vids,trending_date,title,category_id,publish_time,views,likes,dislikes,comment_count,comments_disabled,Unnamed: 0,Category_name
21,HellthyJunkFood,153,17.14.11,SPAGHETTI BURRITO VS SPAGHETTI BURRITO,24,2017-11-12T14:00:04.000Z,223077,8676,193,1392,False,11,Entertainment
22,Tasty,151,17.19.11,Restaurant Vs. Homemade Chicken Parm Pizza,26,2017-11-17T23:00:04.000Z,370302,12763,279,682,False,13,Howto & Style
23,Bon Appétit,151,17.14.11,Inside the Cheese-Aging Caves 30 Feet Under Brooklyn | I Got a Guy | Bon Appétit,26,2017-11-10T16:01:04.000Z,92523,2323,40,134,False,13,Howto & Style
24,Warner Bros. Pictures,150,17.17.11,RAMPAGE - OFFICIAL TRAILER 1 [HD],24,2017-11-16T21:15:08.000Z,2585193,40775,3498,8834,False,11,Entertainment
25,FBE,149,17.14.11,"ELDERS REACT TO iPHONE X (Facial Recognition, Animojis)",24,2017-11-10T23:05:25.000Z,2045386,45406,2842,8309,False,11,Entertainment
26,The King of Random,148,17.23.11,Proto-Putty in Liquid Nitrogen & Other Crazy Tests!,27,2017-11-22T12:00:02.000Z,589827,11839,1815,4413,False,14,Education
27,Life Noggin,148,17.14.11,How Can You Control Your Dreams?,27,2017-11-13T14:00:03.000Z,115791,9586,75,2800,False,14,Education
28,jacksfilms,148,17.17.11,"You, but in emojis. (YIAY #375)",23,2017-11-15T20:00:02.000Z,1117510,61075,463,64506,False,10,Comedy
29,Good Mythical Morning,147,17.14.11,Nickelback Lyrics: Real or Fake?,24,2017-11-13T11:00:04.000Z,343168,10172,666,2146,False,11,Entertainment
30,Vanity Fair,145,17.15.11,Victoria Beckham Gives Strangers Fashion Advice for $2 in Central Park | Vanity Fair,24,2017-11-14T13:00:16.000Z,18438,563,16,29,False,11,Entertainment
31,Vogue,140,17.14.11,Meryl Streep Meets Anna Wintour at Vogue,24,2017-11-09T18:20:27.000Z,1017803,25122,628,1504,False,11,Entertainment
32,Safiya Nygaard,139,17.14.11,Wearing Online Dollar Store Makeup For A Week,22,2017-11-11T01:19:33.000Z,2744430,115426,1110,6541,False,9,People & Blogs
33,20th Century Fox,135,17.14.11,The Greatest Showman | Official Trailer 2 [HD] | 20th Century FOX,1,2017-11-13T14:00:23.000Z,826059,3543,119,340,False,0,Film & Animation
34,SciShow,135,17.14.11,Founding An Inbreeding-Free Space Colony,27,2017-11-12T22:00:01.000Z,223871,8421,191,1214,False,14,Education
35,Smosh,133,17.21.11,EVERY FAMILY GATHERING EVER,23,2017-11-20T17:00:01.000Z,582747,26750,663,1604,False,10,Comedy
36,Dude Perfect,131,17.06.12,All Sports Golf Battle 2 | Dude Perfect,17,2017-12-04T22:57:07.000Z,8643326,299731,5168,23303,False,4,Sports
37,Marques Brownlee,130,17.14.11,Google Pixelbook: $1000 of Weird!,28,2017-11-09T21:18:33.000Z,1575525,52829,1524,5864,False,15,Science & Technology
38,Great Big Story,128,17.29.11,Running With Epilepsy,17,2017-11-27T17:08:35.000Z,135307,4957,61,507,False,4,Sports
39,Marvel Entertainment,125,17.27.11,Marvel’s Agents of S.H.I.E.L.D. | Season 5 Premiere Special Preview,24,2017-11-26T16:00:21.000Z,248455,7174,200,1291,False,11,Entertainment
40,AsapSCIENCE,124,17.18.11,What Is The Most Dangerous Drug In The World? ft. In A Nutshell (Kurzgesagt),28,2017-11-16T17:38:54.000Z,803168,35094,489,3320,False,15,Science & Technology
41,ABC News,123,17.14.11,Some NFL players call for an end to Thursday night football after 8 players were injured last week,25,2017-11-12T20:26:46.000Z,7524,67,19,56,False,12,News & Politics
42,NFL,123,17.14.11,Dion Lewis' 103-Yd Kick Return TD vs. Denver! | Can't-Miss Play | NFL Wk 10 Highlights,17,2017-11-13T02:05:26.000Z,81377,655,25,177,False,4,Sports
43,The Slow Mo Guys,122,17.15.11,Slow Mo Katana Sword - 4K - The Slow Mo Guys,24,2017-11-14T18:31:20.000Z,1525400,63995,896,4697,False,11,Entertainment
44,The Voice,121,17.22.11,The Voice 2017 - Pitch Perfect 3 x The Voice Freedom! ’90 x Cups” (Digital Exclusive),24,2017-11-22T01:30:05.000Z,59462,3962,26,246,False,11,Entertainment
45,James Charles,118,17.14.11,BEAUTY GURU GETS A MAKEOVER... FINALE,24,2017-11-08T22:17:37.000Z,1073134,47793,1886,5358,False,11,Entertainment
46,Simon's Cat,115,17.14.11,Birthdays - Simon's Cat | GUIDE TO,15,2017-11-09T13:34:58.000Z,426078,19323,245,945,False,3,Pets & Animals
47,CrazyRussianHacker,115,17.14.11,5 Ice Cream Gadgets put to the Test,28,2017-11-12T21:50:37.000Z,817732,23663,778,3432,False,15,Science & Technology
48,Washington Post,115,17.15.11,Watch live: Sessions testifies to the House Judiciary Committee,25,2017-11-14T21:51:20.000Z,137003,580,262,343,False,12,News & Politics
49,Kurzgesagt – In a Nutshell,115,17.17.11,Emergence – How Stupid Things Become Smart Together,27,2017-11-16T15:01:58.000Z,1164713,88541,742,6750,False,14,Education
50,Binging with Babish,112,17.22.11,Binging with Babish: Rachel's Trifle from Friends,24,2017-11-21T16:16:11.000Z,852717,27913,584,2494,False,11,Entertainment
51,Complex,109,17.03.12,Ashanti Speaks on Irv Gotti and Murder Inc | Everyday Struggle,24,2017-11-29T19:00:02.000Z,50494,424,24,167,False,11,Entertainment
52,NikkieTutorials,109,17.18.12,EXTREME HOLIDAY GLAM TRANSFORMATION!,26,2017-12-16T20:00:32.000Z,1591198,166116,2303,58102,False,13,Howto & Style
53,E! Entertainment,108,17.14.11,KUWTK | Scott Gets Upset Over Being Uninvited to Khloe K.'s Party | E!,24,2017-11-08T14:00:05.000Z,812007,5894,951,851,False,11,Entertainment
54,You Suck At Cooking,107,17.16.11,Pumpkin Pie - You Suck at Cooking (episode 68),26,2017-11-15T14:52:38.000Z,387902,24442,414,1346,False,13,Howto & Style
55,Team Coco,106,17.14.11,"President Bill Clinton On Dictators, Democracy, & Why We Need Immigrants More Than Ever",24,2017-11-09T02:37:49.000Z,366180,4364,4448,1997,False,11,Entertainment
56,Brave Wilderness,106,17.21.12,BITTEN by a GIANT DESERT CENTIPEDE!,15,2017-12-20T12:00:03.000Z,2060541,108555,1646,32598,False,3,Pets & Animals
57,Universal Pictures,106,17.05.12,Jurassic World: Fallen Kingdom - Trailer Thursday (Run) (HD),24,2017-12-04T00:41:00.000Z,2693367,32785,3051,7478,False,11,Entertainment
58,Star Wars,106,17.03.12,Star Wars: The Last Jedi | Training Featurette,24,2017-12-02T17:40:57.000Z,242741,12049,118,928,False,11,Entertainment
59,IISuperwomanII,105,17.14.11,When Someone Has A Crush on You | Lilly Singh,23,2017-11-09T22:21:13.000Z,3371669,202676,3394,20086,False,10,Comedy
60,NBC News,104,17.18.11,President Donald Trump Makes Statement From White House On Asia Trip (Full) | NBC News,25,2017-11-15T21:05:13.000Z,38528,283,218,0,True,12,News & Politics
61,Inside Edition,104,17.02.12,See Meghan Markle on ‘90s Nickelodeon Show After Protesting Sexist Commercial,25,2017-11-30T21:17:17.000Z,352661,3448,503,857,False,12,News & Politics
62,REACT,103,17.15.11,10 LIFE HACKS YOU NEED TO KNOW with TEENS (REACT),24,2017-11-13T20:00:01.000Z,863116,20518,1030,4272,False,11,Entertainment
63,Hannah Stocking,102,17.22.11,"The Walking Dead: No Man’s Land by Hannah Stocking, Anwar Jibawi & Inanna Sarkis",23,2017-11-21T18:00:01.000Z,308230,21947,397,876,False,10,Comedy
64,The Graham Norton Show,102,17.14.11,Jason Momoa Wows Hugh Grant With Some Dothraki | The Graham Norton Show,24,2017-11-10T19:06:23.000Z,1496225,16116,236,605,False,11,Entertainment
65,Tati,102,17.14.11,TOTAL FAIL! NATASHA DENONA HOLIDAY WTF,26,2017-11-08T18:00:05.000Z,1277364,56867,2148,25326,False,13,Howto & Style
66,TODAY,102,17.17.11,Aly Raisman On Dr. Larry Nassar’s Medical Treatment: I Didn’t Know It Was Abuse | Megyn Kelly TODAY,25,2017-11-13T17:37:55.000Z,83497,410,28,76,False,12,News & Politics
67,The Film Theorists,102,17.07.12,Film Theory: Jurassic World Was An INSIDE JOB! (Jurassic World),1,2017-12-05T19:09:12.000Z,1382057,65739,1198,6308,False,0,Film & Animation
68,CinemaSins,101,17.14.11,Everything Wrong With Baby Driver In 14 Minutes Or Less,1,2017-11-09T17:14:11.000Z,2736733,58967,3492,7915,False,0,Film & Animation
69,iJustine,99,17.14.11,2 Weeks with iPhone X,28,2017-11-13T19:07:23.000Z,119180,9763,511,1434,False,15,Science & Technology
70,Refinery29,96,17.14.11,"What $4,800 Will Get You In NYC | Sweet Digs Home Tour | Refinery29",26,2017-11-12T16:00:01.000Z,145921,1707,578,673,False,13,Howto & Style
71,Rosanna Pansino,96,17.19.11,TRYING FUN PUMPKIN SPICE FLAVORED FOOD,26,2017-11-18T17:00:16.000Z,322818,14604,420,2014,False,13,Howto & Style
72,The Verge,96,17.17.11,Google Pixel Buds review,28,2017-11-16T13:00:03.000Z,218153,5155,308,655,False,15,Science & Technology
73,HBO,95,17.20.11,Jon Stewart Hosts Night of Too Many Stars,24,2017-11-19T03:23:32.000Z,214150,4262,535,753,False,11,Entertainment
74,Watch What Happens Live with Andy Cohen,95,17.14.11,Rosie O’Donnell On Donald Trump’s Hostility Toward Her | WWHL,24,2017-11-10T12:59:55.000Z,238643,2429,5381,2325,False,11,Entertainment
75,CaseyNeistat,95,17.14.11,WE WANT TO TALK ABOUT OUR MARRIAGE,22,2017-11-13T17:13:01.000Z,748374,57527,2966,15954,False,9,People & Blogs
76,Laura Lee,94,18.19.01,*NEW NYX MOCHI PUTTY MAKEUP COLLECTION | HIT OR MISS??,26,2018-01-17T23:10:50.000Z,441534,24075,574,2721,False,13,Howto & Style
77,The View,94,17.21.11,Second Woman Accuses Sen. Al Franken Of Inappropriate Touching | The View,25,2017-11-20T16:13:29.000Z,108339,663,427,801,False,12,News & Politics
78,BBC News,93,17.14.11,Iraq-Iran earthquake: Deadly tremor hits border region - BBC News,25,2017-11-12T21:16:40.000Z,34785,308,26,413,False,12,News & Politics
79,Bad Lip Reading,92,17.11.12,STRANGER THINGS: A Bad Lip Reading,23,2017-12-10T00:03:46.000Z,1949212,130808,1886,11613,False,10,Comedy
80,PTXofficial,90,17.23.11,[OFFICIAL VIDEO] How Great Thou Art - Pentatonix featuring Jennifer Hudson,10,2017-11-21T15:00:16.000Z,780009,42232,1063,3004,False,2,Music
81,itsAlexClark,90,17.17.12,Guess The Voice - Animation Challenge With Brian Hull,1,2017-12-16T14:52:06.000Z,217998,6761,569,1054,False,0,Film & Animation
82,nigahiga,89,17.14.11,I Dare You: GOING BALD!?,24,2017-11-12T18:01:41.000Z,2095731,132235,1989,17518,False,11,Entertainment
83,Sony Pictures Entertainment,88,17.30.11,ALL THE MONEY IN THE WORLD - Official Trailer (HD),24,2017-11-29T20:00:53.000Z,197900,2394,372,432,False,11,Entertainment
84,Domics,88,18.25.01,Last Names,23,2018-01-24T02:16:15.000Z,1638560,141142,984,38339,False,10,Comedy
85,Nintendo,87,17.14.11,L.A. Noire - Nintendo Switch Trailer,20,2017-11-09T19:59:48.000Z,154872,7683,164,1734,False,7,Gaming
86,American Idol,87,18.15.03,Harper Grace Auditions for American Idol With Down-home Original Tune - American Idol 2018 on ABC,24,2018-03-12T00:41:19.000Z,1277694,15943,1592,1683,False,11,Entertainment
87,BBC Radio 1,84,17.16.11,Clean Bandit - I Miss You feat. Julia Michaels in the Radio 1 Live Lounge,10,2017-11-14T16:23:31.000Z,37575,1679,21,82,False,2,Music
88,Charlie Puth,84,18.05.01,Charlie Puth - If You Leave Me Now (feat. Boyz II Men) [Official Audio],10,2018-01-04T18:10:57.000Z,585791,72133,869,5471,False,2,Music
89,CBS This Morning,84,17.22.11,Gayle King and Norah O'Donnell respond to Charlie Rose allegations,25,2017-11-21T12:35:39.000Z,212414,846,266,1029,False,12,News & Politics
90,The Dodo,83,17.01.12,Dog Cries Every Time He's Touched — Until He Meets This Woman | The Dodo,15,2017-11-30T00:30:00.000Z,1040790,27343,541,3289,False,3,Pets & Animals
91,BuzzFeedBlue,82,17.04.12,A Survivalist Teaches Me To Live Off The Grid,22,2017-12-02T16:00:55.000Z,221797,4819,519,480,False,9,People & Blogs
92,Entertainment Tonight,82,17.21.11,Selena Gomez Delivers Emotional First Performance of 'Wolves' at the AMAs -- Watch!,10,2017-11-20T04:59:46.000Z,1257634,6971,1342,1230,False,2,Music
93,CBS News,82,17.12.12,Mario Batali taken off The Chew amid sexual harassment claims,25,2017-12-11T16:05:39.000Z,11994,76,60,170,False,12,News & Politics
94,LaurDIY,81,18.22.02,MY EVERYDAY MAKEUP ROUTINE,26,2018-02-21T23:00:04.000Z,355429,24649,193,5828,False,13,Howto & Style
95,Matt Stonie,81,18.11.03,The FASTEST Grand Mac Meal Ever Eaten (under 1 Minute!!),24,2018-03-10T01:05:30.000Z,2367796,81591,4343,10880,False,11,Entertainment
96,How To Cake It,81,17.23.11,How To Make A THANKSGIVING ROAST HAM Out Of Pink Vanilla CAKE | Yolanda Gampp | How To Cake It,26,2017-11-21T15:59:21.000Z,452087,19249,223,1944,False,13,Howto & Style
97,LOL Network,80,18.09.02,Kevin Hart on Lavar Ball and His Least Favorite Son | Cold As Balls | Laugh Out Loud Network,23,2018-02-08T14:00:00.000Z,1421711,28671,584,2366,False,10,Comedy
98,Unbox Therapy,80,17.28.11,DON'T Buy The iPhone X,28,2017-11-26T15:59:15.000Z,3412680,168804,13699,46196,False,15,Science & Technology
99,ibighit,80,17.17.11,BTS (방탄소년단) 'MIC Drop (Steve Aoki Remix)' Official Teaser,10,2017-11-16T15:00:05.000Z,3483755,789750,2840,72376,False,2,Music
100,The New York Times,79,17.01.12,"Jay-Z and Dean Baquet, in Conversation",25,2017-11-30T14:30:00.000Z,224270,7006,331,1127,False,12,News & Politics
101,Michelle Khare,78,17.14.11,I Trained To Become Batman 🦇 (Justice League),24,2017-11-09T11:30:00.000Z,139955,4417,217,457,False,11,Entertainment
102,ExplosmEntertainment,78,17.21.11,Explosm Presents: Channelate - Thankful,23,2017-11-20T06:00:01.000Z,638074,32479,772,1865,False,10,Comedy
103,Focus Features,77,17.01.12,"THOROUGHBREDS - Official Trailer [HD] - In Theaters March 9, 2018",24,2017-11-30T16:00:33.000Z,26190,317,24,23,False,11,Entertainment
104,William Osman,77,17.15.11,Making Sandals with Zip-Ties and a Laser,28,2017-11-14T14:00:02.000Z,121681,6095,61,731,False,15,Science & Technology
105,FOX Soccer,77,18.08.01,"West Ham's Josh Cullen loses tooth after kick to the face, plays on | 2017-18 FA Cup Highlights",17,2018-01-07T17:02:28.000Z,15776,191,14,69,False,4,Sports
106,Good Morning America,77,17.29.11,Daisy Ridley talks about spending time with Carrie Fisher on the set of 'The Force Awakens',24,2017-11-28T15:34:06.000Z,206135,3653,125,772,False,11,Entertainment
107,As/Is,76,18.07.03,The Best Money-Saving Beauty Tips,22,2018-03-05T19:00:42.000Z,198905,4577,547,311,False,9,People & Blogs
108,Grace Helbig,75,17.14.11,BLIND(folded) CAKE DECORATING CONTEST (with Molly Burke) // Grace Helbig,22,2017-11-11T18:08:04.000Z,197062,7250,217,456,False,9,People & Blogs
109,How Ridiculous,75,18.22.01,Worlds Highest Basketball Shot 200m (660 feet) Guinness World Records,17,2018-01-19T22:00:05.000Z,122629,6296,58,597,False,4,Sports
110,SpaceX,75,17.16.12,CRS-13 Hosted Webcast,28,2017-12-15T16:35:18.000Z,471730,13689,406,1355,False,15,Science & Technology
111,Will Smith,75,18.05.01,One Thing Arnold Schwarzenegger Told Me That I’ll Never Forget | Will Smith Vlogs,24,2018-01-03T18:30:03.000Z,133962,5363,134,612,False,11,Entertainment
112,Rudy Mancuso,74,17.14.11,"Racist Superman | Rudy Mancuso, King Bach & Lele Pons",23,2017-11-12T19:05:24.000Z,3191434,146033,5339,8181,False,10,Comedy
113,TIME,74,17.14.11,"7.3 Magnitude Earthquake Along Iraq-Iran Border Leaves At Least 400 Dead, 7,200 Injured | TIME",25,2017-11-13T15:44:35.000Z,5304,52,13,68,False,12,News & Politics
114,Studio C,74,18.12.02,A Crushing Valentine's Day,23,2018-02-09T23:00:04.000Z,379347,16749,440,2445,False,10,Comedy
115,NBC Sports,73,17.27.12,Tottenham's perfect passing leads to Kane goal,17,2017-12-26T13:34:46.000Z,110452,1548,241,479,False,4,Sports
116,SMTOWN,72,17.18.11,Red Velvet 레드벨벳 '피카부 (Peek-A-Boo)' MV,10,2017-11-17T09:00:03.000Z,4340962,396790,11280,41890,False,2,Music
117,Amber Scholl,72,17.14.11,A VERY #EXTRA EBAY SHOPPING HAUL!,26,2017-11-11T02:42:23.000Z,484185,23296,1184,1858,False,13,Howto & Style
118,Guava Juice,72,18.29.01,THIS BRA MAKES YOU STRONGER! (Weird As Seen on TV Procucts),24,2018-01-27T21:11:02.000Z,782969,17185,2096,5325,False,11,Entertainment
119,Lucas the Spider,72,18.21.01,Lucas the Spider - Captured,1,2018-01-20T07:30:09.000Z,1193873,90363,1032,6986,False,0,Film & Animation
120,Half as Interesting,71,17.18.11,The Secret Protocol for When the Queen Dies,27,2017-11-16T15:30:00.000Z,544230,17911,483,3045,False,14,Education
121,Simone Giertz,70,17.26.11,I just bought the most ridiculous car,2,2017-11-24T18:35:34.000Z,357052,18377,468,2057,False,1,Autos & Vehicles
122,What's Inside?,70,18.03.01,What's inside a Wilson X Basketball?,17,2017-12-30T18:00:11.000Z,626019,10119,671,1158,False,4,Sports
123,WOWPresents,69,18.01.02,*SPOILER* 1st Eliminated Queen RuPaul's All Stars 3: Behind the Scenes,24,2018-01-26T13:00:05.000Z,252729,7472,56,1462,False,11,Entertainment
124,ThreadBanger,69,17.26.11,We Bought a 100 Year Old Fixer Upper - Man Vs House Ep.1,26,2017-11-25T19:10:01.000Z,721104,61880,600,6587,False,13,Howto & Style
125,KathleenLights,69,17.31.12,NEW YEAR'S EVE CUT CREASE | Makeup Tutorial,26,2017-12-29T17:00:00.000Z,321885,23922,317,1158,False,13,Howto & Style
126,vlogbrothers,69,17.18.11,Why Are Taxes So Complicated? (The Musical?),22,2017-11-17T18:26:16.000Z,81759,5896,166,864,False,9,People & Blogs
127,EverythingApplePro,68,17.26.11,Glowing Speaker iPhone Mod! See Your Music in RGB!,24,2017-11-23T02:12:48.000Z,636454,21191,671,3090,False,11,Entertainment
128,Hydraulic Press Channel,68,18.22.01,Forging a Knife From a Wrench With Hydraulic Press | in 4K,28,2018-01-20T19:04:53.000Z,262666,11858,345,1467,False,15,Science & Technology
129,Linus Tech Tips,68,17.28.12,TERRIBLE $900 Party Trick – Jibo Review,28,2017-12-27T08:31:48.000Z,837053,31574,833,4046,False,15,Science & Technology
130,Gus Johnson,68,17.14.11,Using Other People's Showers,23,2017-11-13T14:44:24.000Z,33980,4884,52,234,False,10,Comedy
131,Lele Pons,68,17.14.11,Getting My Driver's License | Lele Pons,23,2017-11-10T18:30:01.000Z,3358068,120876,8279,6408,False,10,Comedy
132,Matthias,68,17.16.11,Peephole Reverser? | 9 Pointless Tech Gadgets!,28,2017-11-15T00:00:03.000Z,623803,17286,511,6126,False,15,Science & Technology
133,colinfurze,68,17.01.12,I Built a FULL SIZE Tie Fighter/Silencer,2,2017-11-30T16:00:03.000Z,364537,21807,402,1406,False,1,Autos & Vehicles
134,Strictly Dumpling,67,18.05.01,BEST Pho! TRADITIONAL Noodle Tour of Saigon Vietnam,19,2017-12-31T17:44:53.000Z,381223,11674,208,1812,False,6,Travel & Events
135,Austin Evans,65,17.17.11,Is the Surface Book 2 a MacBook Pro Killer?,28,2017-11-16T14:01:40.000Z,270859,11492,576,1715,False,15,Science & Technology
136,AaronsAnimals,65,18.22.01,The Saddest Day,15,2018-01-19T14:00:02.000Z,215684,10511,146,946,False,3,Pets & Animals
137,ColliderVideos,65,17.16.11,Justice League - Movie Review Is It What We've Been Waiting For?,24,2017-11-15T07:51:20.000Z,90641,2349,409,1246,False,11,Entertainment
138,Mr. Kate,65,17.03.12,Fairy Lights Bedroom Makeover Goals! | Mr. Kate Decorates,26,2017-12-02T19:00:01.000Z,227188,18539,176,1432,False,13,Howto & Style
139,Cut,64,17.15.11,100 People Hold Their Breath for as Long as They Can,24,2017-11-13T13:00:10.000Z,190669,5162,131,1151,False,11,Entertainment
140,jypentertainment,64,17.06.12,TWICE Heart Shaker M/V TEASER (30s Ver.),10,2017-12-05T09:00:09.000Z,1552618,99254,5195,7841,False,2,Music
141,Billboard,64,17.21.11,BTS Sings Camila Cabello's 'Havana' & Shows Off Some Red Carpet Dance Moves! | AMAs 2017,10,2017-11-20T04:45:11.000Z,1587706,88437,1367,7907,False,2,Music
142,Tyler Oakley,63,17.22.11,Volunteering with YouTubers,24,2017-11-21T19:59:24.000Z,48804,5758,51,276,False,11,Entertainment
143,Full Frontal with Samantha Bee,63,17.14.11,"Russian Bots and Trolls | November 8, 2017 Act 2 | Full Frontal on TBS",22,2017-11-09T07:00:01.000Z,362009,5505,2356,1264,False,9,People & Blogs
144,The School of Life,63,17.14.11,What Are Diminutives – and Why We Like Them,27,2017-11-09T14:00:01.000Z,79306,3809,127,670,False,14,Education
145,Markiplier,63,17.27.11,Markiplier Makes: Breakfast,23,2017-11-25T19:00:34.000Z,580931,37620,402,1730,False,10,Comedy
146,Movieclips Trailers,63,18.12.01,Breaking In Trailer #1 (2018) | Movieclips Trailers,1,2018-01-11T20:20:59.000Z,26884,1661,239,227,False,0,Film & Animation
147,Mike Boyd,63,17.29.11,This Week I Learned to Saber a Champagne Bottle,24,2017-11-28T13:18:25.000Z,208877,18480,79,1649,False,11,Entertainment
148,Paramount Pictures,62,17.16.11,Titanic (2017) - Dolby Vision Trailer,1,2017-11-15T13:32:00.000Z,17129,455,18,101,False,0,Film & Animation
149,Jackie Aina,62,17.15.11,Is the Morphe 3502 Palette Worth the Hype? | Jackie Aina,26,2017-11-14T21:03:47.000Z,175539,17130,264,1747,False,13,Howto & Style
150,How To Cook That,62,17.02.12,Rolled Ice Cream DIY How to make rolled ice cream at home,26,2017-12-01T08:30:32.000Z,129052,5927,110,858,False,13,Howto & Style
151,Nerdwriter1,62,17.23.11,How To Design A Comic Book Page,24,2017-11-22T15:00:00.000Z,143128,11259,185,618,False,11,Entertainment
152,GQ,62,17.15.11,5 Strange Things That Happened to Stranger Things’ Joe Keery on His GQ Photo Shoot,24,2017-11-10T17:01:04.000Z,101233,3128,51,93,False,11,Entertainment
153,The Daily Show with Trevor Noah,61,18.13.01,Trump Calls Non-White Countries S**tholes: The Daily Show,23,2018-01-12T04:30:00.000Z,1926144,40061,8339,16007,False,10,Comedy
154,Britain's Got Talent,61,18.16.04,Marc Spelmann gets the first Golden Buzzer of 2018 | Auditions Week 1 | Britain’s Got Talent 2018,24,2018-04-14T19:53:33.000Z,3585629,115796,2489,0,True,11,Entertainment
155,National Geographic,61,17.06.12,Morgan Freeman Hosts the Breakthrough Prize | Nat Geo Live,24,2017-12-04T04:38:50.000Z,69519,1528,146,110,False,11,Entertainment
156,Business Insider,60,17.14.11,Tesla's biggest problem is one nobody saw coming,25,2017-11-10T13:00:02.000Z,125970,935,507,262,False,12,News & Politics
157,Atlantic Records,60,17.14.11,Bastille - World Gone Mad (from Bright: The Album) [Official Music Video],10,2017-11-09T17:03:42.000Z,626688,25115,499,1392,False,2,Music
158,emmymadeinjapan,60,17.21.11,BURGER Menu Taste Test,26,2017-11-19T01:00:01.000Z,78860,3449,172,508,False,13,Howto & Style
159,Disney Movie Trailers,59,17.20.11,A Wrinkle in Time Official US Trailer,1,2017-11-20T01:22:15.000Z,165139,3496,471,557,False,0,Film & Animation
160,Jenny Nicholson,59,17.16.11,The Last Jedi Bingo,1,2017-11-14T08:00:42.000Z,62185,4369,82,867,False,0,Film & Animation
161,MeghanTrainorVEVO,59,18.02.03,Meghan Trainor - No Excuses,10,2018-03-01T13:00:05.000Z,1034355,89449,5559,8517,False,2,Music
162,Team Edge,59,18.17.01,Egg Dodgeball Challenge!!,23,2018-01-15T20:00:03.000Z,810366,18991,365,5528,False,10,Comedy
163,Marzia,59,17.09.12,GIFT GUIDE 2017,22,2017-12-08T18:51:10.000Z,118233,13557,135,950,False,9,People & Blogs
164,RM Videos,59,17.14.11,Dog reunites with her family,23,2017-11-09T16:53:13.000Z,51143,258,5,10,False,10,Comedy
165,TMZ,59,17.05.12,Xscape's Tamika Scott Falls During Epic Wardrobe Malfunction Onstage | TMZ,24,2017-12-04T20:02:25.000Z,56736,327,436,184,False,11,Entertainment
166,Teen Vogue,58,17.29.11,Hillary Clinton On Why She’s Not Running For President Again | Teen Vogue,25,2017-11-28T10:55:22.000Z,9136,797,83,163,False,12,News & Politics
167,MatthewSantoro,58,17.14.11,Matthew Santoro - FACTS (Official Music Video) f. Ellevan & Humble the Poet,10,2017-11-11T16:00:01.000Z,328330,15186,15448,7484,False,2,Music
168,ShawnMendesVEVO,58,17.22.11,Shawn Mendes - There's Nothing Holdin' Me Back (Live From The 2017 American Music Awards),10,2017-11-21T17:42:54.000Z,496742,87485,331,6269,False,2,Music
169,The Infographics Show,58,17.14.11,Could an Earthquake Destroy USA - Biggest Earthquakes Ever,27,2017-11-08T20:30:01.000Z,250193,5748,332,1197,False,14,Education
170,Breakfast Club Power 105.1 FM,58,17.14.11,"O.T. Genasis Talks About His Come Up, Opens Up About His Son's Autism  + More",24,2017-11-08T13:34:23.000Z,581288,5075,725,1780,False,11,Entertainment
171,JunsKitchen,58,17.15.11,How I Trained My Cats,26,2017-11-14T12:06:56.000Z,977285,87615,391,5575,False,13,Howto & Style
172,SiaVEVO,58,17.14.11,Sia - Snowman,10,2017-11-09T15:45:05.000Z,1624771,84426,1130,5981,False,2,Music
173,CalumScottVEVO,58,17.28.11,Calum Scott - You Are The Reason (Lyric Video),10,2017-11-24T00:00:01.000Z,950926,59618,231,1517,False,2,Music
174,BuzzFeed Celeb,57,17.14.11,Mark Ruffalo Reads Hilarious Thirst Tweets,22,2017-11-11T00:30:16.000Z,177707,6271,88,275,False,9,People & Blogs
175,JennaMarbles,57,17.22.12,Giving Myself Tape In Hair Extensions,23,2017-12-21T14:14:16.000Z,1529801,134986,642,8941,False,10,Comedy
176,AnthonyPadilla,57,17.19.11,The King of YouTube,23,2017-11-18T01:16:54.000Z,240931,23549,304,1965,False,10,Comedy
177,TroyeSivanVEVO,57,18.12.01,Troye Sivan - My My My!,10,2018-01-11T05:00:01.000Z,1796354,260148,4282,26674,False,2,Music
178,FaZe Rug,56,18.18.01,LOOK AT WHAT HE TURNED ME INTO... (ft. James Charles),20,2018-01-18T00:01:11.000Z,891157,89944,15512,38750,False,7,Gaming
179,Wendy Williams,56,17.16.11,Remy Ma is on Top of the World,24,2017-11-13T18:49:30.000Z,414929,8895,636,2594,False,11,Entertainment
180,Kelly Clarkson,56,17.23.11,Kelly Clarkson - Miss Independent / Love So Soft [2017 American Music Awards Performance],10,2017-11-21T15:56:31.000Z,58677,2972,19,206,False,2,Music
181,TheReportOfTheWeek,56,17.17.12,My skincare routine,24,2017-12-16T01:15:28.000Z,155888,12727,363,3276,False,11,Entertainment
182,Carli Bybel,56,18.15.03,TRYING A DRUGSTORE MAGNETIC MASK! ⚡️,26,2018-03-14T14:18:28.000Z,264124,13805,272,834,False,13,Howto & Style
183,IGN,56,17.14.11,Batman: Gotham by Gaslight - Exclusive Trailer (2018),24,2017-11-10T19:00:00.000Z,537715,8231,413,970,False,11,Entertainment
184,Anwar Jibawi,56,17.15.11,Lie Detector | Anwar Jibawi,23,2017-11-14T18:01:03.000Z,983365,60983,578,3837,False,10,Comedy
